Trial,Seed,MUTATION_RATE,PHASE2_MUTATION_RATE,CROSSOVER_RATE,POPULATION_SIZE,TOURNAMENT_SIZE,phase1MaxDepth,phase2MaxDepth,BestFitness,AverageFitness,FitnessVariance
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
2,456,0.05509494672263989,0.051136735497057224,0.9515320002270452,200,3,3,7,102.0,73.89583333333337,308.98616319444426
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
2,456,0.05509494672263989,0.051136735497057224,0.9515320002270452,200,3,3,7,102.0,73.89583333333337,308.98616319444426
3,456,0.04495434560595045,0.07106200064901982,0.7689590685872734,200,5,5,7,256.0,120.07166666666666,8880.75903055556
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
2,456,0.05509494672263989,0.051136735497057224,0.9515320002270452,200,3,3,7,102.0,73.89583333333337,308.98616319444426
3,456,0.04495434560595045,0.07106200064901982,0.7689590685872734,200,5,5,7,256.0,120.07166666666666,8880.75903055556
4,456,0.05065243342745447,0.01818827545739295,0.823695223240174,200,3,2,8,87.0,66.39999999999998,237.6345833333333
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
2,456,0.05509494672263989,0.051136735497057224,0.9515320002270452,200,3,3,7,102.0,73.89583333333337,308.98616319444426
3,456,0.04495434560595045,0.07106200064901982,0.7689590685872734,200,5,5,7,256.0,120.07166666666666,8880.75903055556
4,456,0.05065243342745447,0.01818827545739295,0.823695223240174,200,3,2,8,87.0,66.39999999999998,237.6345833333333
5,456,0.03742270051366363,0.03958093091388165,0.6053917989491603,200,4,5,7,286.0,117.3516666666667,13420.152719444444
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
2,456,0.05509494672263989,0.051136735497057224,0.9515320002270452,200,3,3,7,102.0,73.89583333333337,308.98616319444426
3,456,0.04495434560595045,0.07106200064901982,0.7689590685872734,200,5,5,7,256.0,120.07166666666666,8880.75903055556
4,456,0.05065243342745447,0.01818827545739295,0.823695223240174,200,3,2,8,87.0,66.39999999999998,237.6345833333333
5,456,0.03742270051366363,0.03958093091388165,0.6053917989491603,200,4,5,7,286.0,117.3516666666667,13420.152719444444
6,456,0.0727134005894619,0.05921256745659522,0.6640872035834166,200,3,2,8,146.0,104.93,3091.665099999999
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
2,456,0.05509494672263989,0.051136735497057224,0.9515320002270452,200,3,3,7,102.0,73.89583333333337,308.98616319444426
3,456,0.04495434560595045,0.07106200064901982,0.7689590685872734,200,5,5,7,256.0,120.07166666666666,8880.75903055556
4,456,0.05065243342745447,0.01818827545739295,0.823695223240174,200,3,2,8,87.0,66.39999999999998,237.6345833333333
5,456,0.03742270051366363,0.03958093091388165,0.6053917989491603,200,4,5,7,286.0,117.3516666666667,13420.152719444444
6,456,0.0727134005894619,0.05921256745659522,0.6640872035834166,200,3,2,8,146.0,104.93,3091.665099999999
7,456,0.060229309557524924,0.06660510671555275,0.7302373575232278,200,10,3,6,296.0,135.9033333333333,15378.479544444464
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
2,456,0.05509494672263989,0.051136735497057224,0.9515320002270452,200,3,3,7,102.0,73.89583333333337,308.98616319444426
3,456,0.04495434560595045,0.07106200064901982,0.7689590685872734,200,5,5,7,256.0,120.07166666666666,8880.75903055556
4,456,0.05065243342745447,0.01818827545739295,0.823695223240174,200,3,2,8,87.0,66.39999999999998,237.6345833333333
5,456,0.03742270051366363,0.03958093091388165,0.6053917989491603,200,4,5,7,286.0,117.3516666666667,13420.152719444444
6,456,0.0727134005894619,0.05921256745659522,0.6640872035834166,200,3,2,8,146.0,104.93,3091.665099999999
7,456,0.060229309557524924,0.06660510671555275,0.7302373575232278,200,10,3,6,296.0,135.9033333333333,15378.479544444464
8,456,0.06901969802752689,0.06438776670168551,0.8929759107450259,200,5,3,6,97.0,71.50666666666666,144.19564999999992
1,456,0.07830254495747417,0.04084163069479506,0.8818487729274529,200,6,2,5,114.5,75.00583333333333,340.4414243055557
