Comparison Results Against Hand-Crafted Agent
Metric,Red Agents,Blue Agents
WinRate,0.1680,0.2840
AverageTrailLength,8.5520,11.0160
DrawRate,0.0000,0.0000
MaxTrailLength,10.0000,16.0000
LossRate,0.8320,0.7160
TrailLengthStdDev,1.2990,1.5543
MinTrailLength,6.0000,7.0000
