Trial,Seed,MUTATION_RATE,PHASE2_MUTATION_RATE,CROSSOVER_RATE,POPULATION_SIZE,TOURNAMENT_SIZE,phase1MaxDepth,phase2MaxDepth,BestFitness,AverageFitness,FitnessVariance
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
3,334,0.07385200158380889,0.027053090174858574,0.8284113975165034,200,6,4,6,109.5,71.67666666666669,235.71073333333342
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
3,334,0.07385200158380889,0.027053090174858574,0.8284113975165034,200,6,4,6,109.5,71.67666666666669,235.71073333333342
4,334,0.049629461385157315,0.025706165853905394,0.7672642379985017,200,3,2,6,112.0,75.45916666666668,295.83451319444447
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
3,334,0.07385200158380889,0.027053090174858574,0.8284113975165034,200,6,4,6,109.5,71.67666666666669,235.71073333333342
4,334,0.049629461385157315,0.025706165853905394,0.7672642379985017,200,3,2,6,112.0,75.45916666666668,295.83451319444447
5,334,0.08204256596759307,0.052022560289206606,0.9156222992794985,200,8,3,7,87.0,70.60999999999999,129.46623333333338
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
3,334,0.07385200158380889,0.027053090174858574,0.8284113975165034,200,6,4,6,109.5,71.67666666666669,235.71073333333342
4,334,0.049629461385157315,0.025706165853905394,0.7672642379985017,200,3,2,6,112.0,75.45916666666668,295.83451319444447
5,334,0.08204256596759307,0.052022560289206606,0.9156222992794985,200,8,3,7,87.0,70.60999999999999,129.46623333333338
6,334,0.02677567984532518,0.08669302386484189,0.9539751105581091,200,3,4,8,246.0,100.55916666666668,9351.725179861125
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
3,334,0.07385200158380889,0.027053090174858574,0.8284113975165034,200,6,4,6,109.5,71.67666666666669,235.71073333333342
4,334,0.049629461385157315,0.025706165853905394,0.7672642379985017,200,3,2,6,112.0,75.45916666666668,295.83451319444447
5,334,0.08204256596759307,0.052022560289206606,0.9156222992794985,200,8,3,7,87.0,70.60999999999999,129.46623333333338
6,334,0.02677567984532518,0.08669302386484189,0.9539751105581091,200,3,4,8,246.0,100.55916666666668,9351.725179861125
7,334,0.04532086984383977,0.05792192807967607,0.6545620888662882,200,7,4,6,201.0,74.685,6974.448275000003
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
3,334,0.07385200158380889,0.027053090174858574,0.8284113975165034,200,6,4,6,109.5,71.67666666666669,235.71073333333342
4,334,0.049629461385157315,0.025706165853905394,0.7672642379985017,200,3,2,6,112.0,75.45916666666668,295.83451319444447
5,334,0.08204256596759307,0.052022560289206606,0.9156222992794985,200,8,3,7,87.0,70.60999999999999,129.46623333333338
6,334,0.02677567984532518,0.08669302386484189,0.9539751105581091,200,3,4,8,246.0,100.55916666666668,9351.725179861125
7,334,0.04532086984383977,0.05792192807967607,0.6545620888662882,200,7,4,6,201.0,74.685,6974.448275000003
8,334,0.05000488271758472,0.07283989536346779,0.8928095856057847,200,7,4,7,181.0,76.26083333333331,641.1724520833334
1,334,0.07725444358709403,0.0445110671615873,0.9373146948898687,200,4,3,5,206.0,122.20833333333336,3362.3142361111118
2,334,0.015331494972039738,0.08123759145130227,0.7359920747783515,200,6,4,7,112.0,78.07583333333335,275.07167986111125
3,334,0.07385200158380889,0.027053090174858574,0.8284113975165034,200,6,4,6,109.5,71.67666666666669,235.71073333333342
4,334,0.049629461385157315,0.025706165853905394,0.7672642379985017,200,3,2,6,112.0,75.45916666666668,295.83451319444447
5,334,0.08204256596759307,0.052022560289206606,0.9156222992794985,200,8,3,7,87.0,70.60999999999999,129.46623333333338
