Comparison Results Against Hand-Crafted Agent
Metric,Red Agents,Blue Agents
WinRate,0.1600,0.0080
AverageTrailLength,8.4300,6.0000
DrawRate,0.0000,0.0000
MaxTrailLength,10.0000,6.0000
LossRate,0.8400,0.9920
TrailLengthStdDev,1.3073,0.0000
MinTrailLength,6.0000,6.0000
