5656656,3,0.3120,0.6880,0.0000,10.0500,12.0000,6.0000,2.1465
Seed,Trial,Population Size,Phase1 Max Depth,Phase2 Max Depth,Mutation Rate,Phase2 Mutation Rate,Tournament Size,Crossover Rate,Grid Size,Generations,Games to Play,Win Weight,Trail Weight,Best Red Agent Fitness,Best Blue Agent Fitness
5656656,3,0.1460,0.8540,0.0000,8.4780,10.0000,6.0000,1.2432
