Comparison Results Against Hand-Crafted Agent
Metric,Red Agents,Blue Agents
WinRate,0.2940,0.2120
AverageTrailLength,8.8700,9.3520
DrawRate,0.0000,0.0000
MaxTrailLength,13.0000,14.0000
LossRate,0.7060,0.7880
TrailLengthStdDev,2.0912,1.9728
MinTrailLength,6.0000,6.0000
