Trial,Seed,MUTATION_RATE,PHASE2_MUTATION_RATE,CROSSOVER_RATE,POPULATION_SIZE,TOURNAMENT_SIZE,phase1MaxDepth,phase2MaxDepth,BestFitness,AverageFitness,FitnessVariance
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
2,1212,0.07173669765983462,0.08124295347910102,0.8045926822207323,200,4,4,5,256.0,118.92083333333333,9242.57269097222
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
2,1212,0.07173669765983462,0.08124295347910102,0.8045926822207323,200,4,4,5,256.0,118.92083333333333,9242.57269097222
3,1212,0.07080851854693403,0.04420565621360629,0.9302505126078279,200,10,5,8,241.0,120.93333333333332,4930.5898611111115
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
2,1212,0.07173669765983462,0.08124295347910102,0.8045926822207323,200,4,4,5,256.0,118.92083333333333,9242.57269097222
3,1212,0.07080851854693403,0.04420565621360629,0.9302505126078279,200,10,5,8,241.0,120.93333333333332,4930.5898611111115
4,1212,0.07805870007512741,0.08244977723612337,0.9037341102379735,200,4,4,7,119.5,74.72499999999998,311.70201388888864
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
2,1212,0.07173669765983462,0.08124295347910102,0.8045926822207323,200,4,4,5,256.0,118.92083333333333,9242.57269097222
3,1212,0.07080851854693403,0.04420565621360629,0.9302505126078279,200,10,5,8,241.0,120.93333333333332,4930.5898611111115
4,1212,0.07805870007512741,0.08244977723612337,0.9037341102379735,200,4,4,7,119.5,74.72499999999998,311.70201388888864
5,1212,0.09657130824882634,0.018746921999634014,0.7676978907232344,200,10,3,6,201.0,79.01166666666667,7788.106808333326
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
2,1212,0.07173669765983462,0.08124295347910102,0.8045926822207323,200,4,4,5,256.0,118.92083333333333,9242.57269097222
3,1212,0.07080851854693403,0.04420565621360629,0.9302505126078279,200,10,5,8,241.0,120.93333333333332,4930.5898611111115
4,1212,0.07805870007512741,0.08244977723612337,0.9037341102379735,200,4,4,7,119.5,74.72499999999998,311.70201388888864
5,1212,0.09657130824882634,0.018746921999634014,0.7676978907232344,200,10,3,6,201.0,79.01166666666667,7788.106808333326
6,1212,0.06344742283630411,0.016041138809878577,0.8543006691109529,200,10,2,6,246.0,120.73666666666668,4692.843988888891
1,1212,0.06833751689715535,0.09096027275318576,0.8368939532507633,200,6,5,7,236.0,115.135,8859.836497222237
2,1212,0.07173669765983462,0.08124295347910102,0.8045926822207323,200,4,4,5,256.0,118.92083333333333,9242.57269097222
