1232,8,0.2600,0.7400,0.0000,10.2800,14.0000,7.0000,1.4330
Seed,Trial,Population Size,Phase1 Max Depth,Phase2 Max Depth,Mutation Rate,Phase2 Mutation Rate,Tournament Size,Crossover Rate,Grid Size,Generations,Games to Play,Win Weight,Trail Weight,Best Red Agent Fitness,Best Blue Agent Fitness
1232,8,0.3260,0.6740,0.0000,11.1400,15.0000,6.0000,2.3222
