Comparison Results Against Hand-Crafted Agent
Metric,Red Agents,Blue Agents
WinRate,0.1140,0.2900
AverageTrailLength,7.9860,9.8900
DrawRate,0.0000,0.0000
MaxTrailLength,10.0000,16.0000
LossRate,0.8860,0.7100
TrailLengthStdDev,1.4798,2.1822
MinTrailLength,6.0000,6.0000
